"eliteFriendsRatio"	2.74763300739
"complimentsFansRatio/writer"	0.603735171584
"complimentsFansRatio/more"	0.397190204963
"complimentsFansRatio/hot"	0.25601314671
"category/Burgers"	0.163846627673
"category/Beer, Wine & Spirits"	0.159205505001
"category/Airports"	0.157184519378
"fans"	0.156796882763
"category/Buffets"	0.14995496998
"category/Breweries"	0.141366784524
"category/Lounges"	0.126026601537
"category/Dance Clubs"	0.124952979571
"category/American (New)"	0.119784086408
"category/Grocery"	0.118561697857
"category/Bagels"	0.113553433956
"category/Day Spas"	0.113264293162
"category/Pubs"	0.111643391351
"category/Cinema"	0.108994412691
"complimentsFansRatio/cool"	0.107471131436
"category/Gastropubs"	0.103845945065
"category/Salad"	0.100132949918
"category/Steakhouses"	0.0952858813521
"category/Irish"	0.0911938591775
"category/Sandwiches"	0.0909198215199
"category/Food Trucks"	0.0905894370112
"category/Wine Bars"	0.0892707411832
"category/Caribbean"	0.0784165651979
"category/American (Traditional)"	0.0760183095713
"category/Hot Dogs"	0.073861220165
"category/Mexican"	0.0735601263232
"category/Music Venues"	0.0720407401514
"category/Farmers Market"	0.0702606274289
"cities/Montreal"	0.0697106715733
"category/Latin American"	0.0694293209609
"complimentsFansRatio/list"	0.0679353221125
"category/Southern"	0.0663949810154
"category/Gluten-Free"	0.0648945496854
"category/Stadiums & Arenas"	0.0639811529335
"category/Cafes"	0.0618343021772
"category/Food Delivery Services"	0.0607548016902
"category/Breakfast & Brunch"	0.0601707729992
"cities/Montréal"	0.0599660209102
"category/Ice Cream & Frozen Yogurt"	0.0598924571312
"complimentsFansRatio/note"	0.0594910955417
"category/Tapas/Small Plates"	0.059337403754
"category/Mongolian"	0.0581457449929
"category/French"	0.0578495008682
"category/Convenience Stores"	0.0577137468752
"category/Vegan"	0.0562804236373
"category/Yelp Events"	0.0557881920974
"category/Juice Bars & Smoothies"	0.0544970722983
"category/Desserts"	0.0540146063429
"category/Fast Food"	0.052292162507
"category/Canadian (New)"	0.0519131765901
"category/Creperies"	0.0512327330598
"category/Veterinarians"	0.0491654481492
"category/Festivals"	0.0485580489884
"cities/Champaign"	0.0474160826038
"category/Vegetarian"	0.0469522515833
"category/Dive Bars"	0.0468810075537
"category/Urgent Care"	0.0466270338938
"category/Street Vendors"	0.0458499217798
"category/Climbing"	0.0455999013747
"category/Parks"	0.0448226962076
"category/Home Decor"	0.0436585160036
"category/Cupcakes"	0.0434866187668
"category/Art Galleries"	0.0433264454385
"category/Dog Parks"	0.0428971217843
"category/Spanish"	0.042650146122
"category/Arts & Entertainment"	0.0424415907206
"category/Coffee & Tea"	0.0419687120138
"category/Yoga"	0.0408627841097
"category/Poutineries"	0.04071328094
"numReviewsYear/2015"	0.0400126789714
"category/Animal Shelters"	0.0389812031523
"category/Wholesale Stores"	0.0389542710811
"category/Japanese"	0.0389424404596
"category/Tea Rooms"	0.0372064415856
"category/Bubble Tea"	0.035813902438
"category/Party & Event Planning"	0.0352405809116
"category/Jazz & Blues"	0.0348179763628
"category/Car Wash"	0.0346743417592
"category/Food Stands"	0.0340158580683
"category/Mini Golf"	0.0310007155078
"category/Wedding Planning"	0.0309664011136
"category/Gay Bars"	0.0307413470807
"category/Arcades"	0.0306993312773
"category/Oil Change Stations"	0.0306423040562
"cities/Laval"	0.0296076598923
"category/Champagne Bars"	0.0291594455676
"numReviews/4 Star"	0.0288181133084
"category/Taiwanese"	0.0280681613679
"cities/Madison"	0.0275782090769
"category/Furniture Stores"	0.0270596889877
"numCategories"	0.0268235308702
"category/Gelato"	0.0264652729661
"yelpingYear/2005"	0.0263646589818
"cities/Waterloo"	0.0263043258969
"category/Hotels"	0.0255918089413
"category/Do-It-Yourself Food"	0.0251543140847
"category/Piercing"	0.0251083464627
"category/Shaved Ice"	0.0249350257243
"category/Bikes"	0.0245899157273
"category/Zoos"	0.02442499537
"category/Health Markets"	0.023848403048
"category/Cosmetology Schools"	0.0237343453591
"category/Performing Arts"	0.0233426704249
"category/Specialty Schools"	0.0222470695158
"category/Mobile Phones"	0.0218869548482
"votesReviewsRatio/cool"	0.0215035720273
"category/Bowling"	0.0211687256069
"category/Hiking"	0.0211543511973
"category/British"	0.0210203025168
"category/Gyms"	0.0205074171742
"category/Bakeries"	0.0204576750205
"category/Tobacco Shops"	0.0201291798328
"category/Irish Pub"	0.0200105699472
"category/Medical Centers"	0.0196610825374
"category/Hotels & Travel"	0.0187718847683
"cities/Paradise Valley"	0.0187418322215
"category/Trainers"	0.0186491247148
"category/Pizza"	0.0184957551659
"cities/Pointe-Claire"	0.0174340968131
"category/Drugstores"	0.0173755456469
"category/Apartments"	0.0172523698259
"category/Bike Repair/Maintenance"	0.0172055647262
"category/Specialty Food"	0.0170959757761
"category/Soup"	0.017008204727
"cities/Urbana"	0.0165657139902
"category/Tattoo"	0.0159627110257
"category/Brewing Supplies"	0.0158903190484
"category/Pediatricians"	0.0158512393081
"category/General Dentistry"	0.0158183917918
"cities/West Mifflin"	0.0158137068737
"category/Fitness & Instruction"	0.0157790736449
"category/Arts & Crafts"	0.015759042065
"category/Hawaiian"	0.015685567727
"category/Orthodontists"	0.0156338125993
"category/Rafting/Kayaking"	0.0155448624808
"category/Makeup Artists"	0.0155281527198
