eliteFriendsRatio,4.28894450625
complimentsFansRatio/writer,0.602725823068
complimentsFansRatio/more,0.37163027561
category/Airports,0.262648562357
complimentsFansRatio/hot,0.245850454059
category/Breweries,0.237760806446
category/Beer, Wine & Spirits,0.202070650757
category/Bagels,0.200380675083
category/Cinema,0.190842593143
category/Day Spas,0.178284420512
category/Dance Clubs,0.168952609638
cities/Madison,0.167657331249
category/Burgers,0.158532509343
category/Food Trucks,0.157817343275
category/Gastropubs,0.153537633154
complimentsFansRatio/list,0.152578766479
cities/Champaign,0.151611019587
category/Grocery,0.149323621633
category/Salad,0.142730615009
fans,0.140650869097
category/Wine Bars,0.133636971804
category/Mongolian,0.130847805967
category/Stadiums & Arenas,0.130760910884
category/Yelp Events,0.130562126848
category/Farmers Market,0.129419196242
category/Pubs,0.12821039794
cities/Montréal,0.127906130769
category/Hot Dogs,0.12492298214
cities/Pittsburgh,0.124050049421
cities/Montreal,0.121844826171
category/Latin American,0.121476072708
category/Buffets,0.118300657279
category/Irish,0.117344832025
category/Caribbean,0.115666241955
category/Lounges,0.11316338208
category/Juice Bars & Smoothies,0.109594905617
category/Southern,0.106177559394
category/Street Vendors,0.106104920459
category/Creperies,0.103490187888
category/Festivals,0.102000880233
category/Food Delivery Services,0.0974364235558
category/Hotels & Travel,0.0973553872504
category/Party & Event Planning,0.0939334638356
category/Ice Cream & Frozen Yogurt,0.092479498785
complimentsFansRatio/cool,0.0892179355921
category/Convenience Stores,0.0889122962872
category/Climbing,0.086944434248
category/Art Galleries,0.0861395030271
category/Veterinarians,0.0849441375936
category/Yoga,0.0847889430629
category/Food Stands,0.0843893801995
category/Animal Shelters,0.0841578140825
category/Coffee & Tea,0.0831289160606
category/Urgent Care,0.083027114054
category/Tapas/Small Plates,0.0830058886106
category/Spanish,0.0826826878804
category/Parks,0.0822717007561
category/Cafes,0.0810544383026
category/Bubble Tea,0.0809572870264
category/Steakhouses,0.0808426805469
category/Oil Change Stations,0.0789264572397
category/Cupcakes,0.0789156615718
category/Tea Rooms,0.0771439466777
category/Arcades,0.0753362585797
category/Wholesale Stores,0.0747395991627
category/Taiwanese,0.0743957825454
category/Gluten-Free,0.0743734047556
category/American (New),0.0733621419621
category/Poutineries,0.0730297538899
category/Music Venues,0.0726841163529
category/Canadian (New),0.0715210296613
category/Champagne Bars,0.0712179460777
category/Wedding Planning,0.07118870286
category/Dog Parks,0.0708456071791
category/Dive Bars,0.0686098907294
cities/Waterloo,0.0686076110066
category/Hair Salons,0.0659766429229
category/Mini Golf,0.0658217200021
category/Performing Arts,0.0656948516624
category/Bikes,0.0647251333862
category/Sandwiches,0.0642254543965
cities/Urbana,0.0640181756134
category/Mexican,0.0639919881415
category/Car Wash,0.0636860694951
category/Home Decor,0.0635978000109
cities/Cave Creek,0.0622228031062
category/Arts & Entertainment,0.061974706614
cities/Laval,0.0609948872416
category/Shaved Ice,0.0596210119087
category/Dentists,0.057438719568
category/Desserts,0.0543175358506
numReviewsYear/2015,0.0542837194849
category/Bakeries,0.053964995476
category/Zoos,0.0537611311703
category/Jazz & Blues,0.0519252964526
category/Piercing,0.0497446750772
category/Irish Pub,0.0482397652119
category/Hotels,0.0480764514841
category/Cosmetology Schools,0.0475461238314
category/Medical Centers,0.0474087001472
category/Hawaiian,0.0469902430823
complimentsFansRatio/note,0.0468972863804
cities/Gilbert,0.0461139822698
category/Gelato,0.0456923484296
category/Bowling,0.0449863333236
category/Nightlife,0.0436429041208
category/General Dentistry,0.0433894471312
category/Playgrounds,0.0426993022167
cities/West Mifflin,0.0415572469532
category/Vegan,0.0413973225126
cities/Paradise Valley,0.0412523280826
category/Specialty Schools,0.0410346782776
category/Bike Repair/Maintenance,0.0407465793495
category/Trainers,0.0394748656814
category/Brewing Supplies,0.0393505057606
category/Mobile Phones,0.0392344204965
category/Rafting/Kayaking,0.0390654998869
category/Soup,0.0387552251188
category/Do-It-Yourself Food,0.0386142550494
category/Bike Rentals,0.0376270233666
category/Orthodontists,0.0373134875743
category/Gay Bars,0.0371384250543
category/Barbers,0.0362532479083
cities/Clark County,0.0359855690164
category/Sewing & Alterations,0.0356522355231
category/Vegetarian,0.0348805054081
category/Specialty Food,0.0348685897956
category/Tattoo,0.0339405791842
category/Comedy Clubs,0.0335891688768
category/Gyms,0.0335224904059
category/Fitness & Instruction,0.0328550997029
cities/Pointe-Claire,0.0320335713444
category/Health Markets,0.0316945690688
category/Rock Climbing,0.0313549546771
category/Ramen,0.0307491419785
category/Vietnamese,0.0307081776955
category/Hiking,0.0303891712663
category/Signmaking,0.0302621910848
numCategories,0.0292739075771
category/Musical Instruments & Teachers,0.0292706249507
category/British,0.0290646240464
cities/Chandler,0.028075807521
category/Tires,0.0278332041307
category/Electricians,0.0277925951664
category/Ethiopian,0.0276641331369
votesReviewsRatio/useful,0.0276039655085
yelpingYear/2005,0.0272725613904
category/Self Storage,0.0272401292128
category/Makeup Artists,0.0272275968323
category/Korean,0.0269461068534
category/Dance Studios,0.0261900922272
category/Pediatricians,0.0259971236055
cities/N. Las Vegas,0.0259772325983
category/Tobacco Shops,0.0258211060357
category/French,0.0257849686361
category/Filipino,0.0256399516411
category/American (Traditional),0.0254149964784
category/Kids Activities,0.0252687082062
category/Cajun/Creole,0.0252301747596
category/Skating Rinks,0.0251593410814
category/Parking,0.0250036949658
category/Screen Printing/T-Shirt Printing,0.0249821007707
category/Amusement Parks,0.0248349713271
category/Oral Surgeons,0.0246036180721
category/Furniture Stores,0.0242030617739
category/Aquariums,0.0241364009043
category/Cafeteria,0.0238701743209
category/Airport Lounges,0.0234733073706
category/Outlet Stores,0.0233591683835
category/Spray Tanning,0.0231609677336
category/Weight Loss Centers,0.0231320787449
cities/Brossard,0.0230079558366
cities/Dorval,0.0228400645536
cities/Casa Grande,0.0228204834049
category/Apartments,0.0227916605207
category/Cambodian,0.0227856727947
category/Distilleries,0.0226790228024
category/Cycling Classes,0.0226202465239
cities/Outremont,0.022410722125
category/Cooking Schools,0.0216139517328
category/Shopping Centers,0.0215866489771
category/Breakfast & Brunch,0.0215861939027
category/Arts & Crafts,0.0214580919094
category/Obstetricians & Gynecologists,0.0209999222923
category/Pet Adoption,0.0208368199643
cities/Sun Prairie,0.0207532206352
cities/West Homestead,0.0204683526817
cities/Île des Soeurs,0.0203783925868
category/Auto Parts & Supplies,0.0203644347603
category/Formal Wear,0.019915622274
category/Pet Boarding/Pet Sitting,0.0198700955314
category/Szechuan,0.019799795031
cities/Tempe,0.0196842133781
cities/Gold Canyon,0.0196547048234
cities/Lasalle,0.0196301408074
category/Optometrists,0.0195275471836
category/Men's Clothing,0.0194375274578
category/Hot Tub & Pool,0.0194258891335
category/Mountain Biking,0.0193657315425
cities/Munhall,0.0192727670122
category/Pizza,0.0190348153667
category/Salvadoran,0.0189803129375
category/Barre Classes,0.018503625571
category/Pool Halls,0.0182424659162
category/Mortgage Brokers,0.0181168742815
category/Elementary Schools,0.017960645509
category/Education,0.017894072791
category/Middle Schools & High Schools,0.0178479953614
category/Baby Gear & Furniture,0.0178032089282
category/Opera & Ballet,0.0176047041511
category/Fondue,0.0172808301875
cities/Nellis AFB,0.0171285491923
category/Flowers & Gifts,0.0166953078292
category/Pet Stores,0.0160872516695
category/Modern European,0.0160365232944
category/Massage Schools,0.0158867257771
category/Flight Instruction,0.0158866315799
category/Bridal,0.0158791380749
category/Piano Bars,0.0156649202492
category/Beer Bar,0.0156595477161
cities/Huntersville,0.015636154519
